ne_ccor,codigo_ug,tabela,schema,formato_ne
2026NE000389,,dashboard_autonomia__empenhos_x_contratos_x_liquidac,main,NE_TRADICIONAL
2026NE000391,,dashboard_autonomia__empenhos_x_contratos_x_liquidac,main,NE_TRADICIONAL
2026NE000395,,dashboard_autonomia__empenhos_x_contratos_x_liquidac,main,NE_TRADICIONAL
2026NE000408,,dashboard_autonomia__empenhos_x_contratos_x_liquidac,main,NE_TRADICIONAL
110794000012026NE000002,110794,p_trab_2025_controle_por_dor_executado,main,UG_PREFIXADA
110794000012026NE000003,110794,p_trab_2025_controle_por_dor_executado,main,UG_PREFIXADA
110794000012026NE000004,110794,p_trab_2025_controle_por_dor_executado,main,UG_PREFIXADA
110794000012026NE000001,110794,p_trab_2025_controle_por_dor_executado,main,UG_PREFIXADA
110794000012026NE000001,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000002,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000003,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000004,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000005,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000006,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000007,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000008,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000009,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000010,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000011,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000012,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000013,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000014,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000015,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000016,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000017,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000018,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000019,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000020,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000021,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000022,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000023,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000024,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000025,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000026,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000027,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000028,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000029,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000030,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000031,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000032,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000033,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000034,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000035,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000036,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000037,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000038,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000039,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000040,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000041,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000042,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000043,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000044,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000045,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000046,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000047,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000048,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000049,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000050,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000051,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000052,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000053,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000054,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000055,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000056,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000057,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000058,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000059,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000060,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000061,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000062,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000063,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000064,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000065,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000066,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000067,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000068,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000069,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000070,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000071,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000072,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000073,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000074,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000075,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000076,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000077,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000078,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000079,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000080,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000081,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000082,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000083,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000084,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000085,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000086,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000087,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000088,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000089,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000090,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000091,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000092,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000093,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000094,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000095,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000096,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000097,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000098,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000099,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000100,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000101,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000102,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000103,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000104,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000105,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000106,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000107,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000108,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000109,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000110,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000111,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000112,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000113,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000114,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000115,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000116,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000117,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000118,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000119,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000120,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000121,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000122,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000123,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000124,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000125,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000126,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000127,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000128,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000129,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000130,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000131,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000132,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000133,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000134,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000135,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000136,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000137,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000138,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000139,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000140,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000141,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000142,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000143,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000144,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000145,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000146,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000147,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000148,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000149,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000150,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000151,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000152,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000153,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000154,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000155,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000156,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000157,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000158,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000159,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000160,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000161,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000162,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000163,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000164,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000165,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000166,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000167,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000168,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000169,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000170,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000171,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000172,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000173,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000174,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000175,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000176,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000177,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000178,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000179,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000180,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000181,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000182,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000183,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000184,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000185,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000186,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000187,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000188,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000189,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000190,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000191,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000192,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000193,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000194,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000195,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000196,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000197,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000198,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000199,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000200,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000201,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000202,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000203,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000204,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000205,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000206,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000207,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000208,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000209,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000210,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000211,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000212,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000213,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000214,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000215,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000216,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000217,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000218,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000219,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000220,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000221,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000222,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000223,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000224,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000225,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000226,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000227,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000228,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000229,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000230,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000231,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000232,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000233,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000234,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000235,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000236,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000237,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000238,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000239,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000240,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000241,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000242,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000243,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000244,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000245,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000246,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000247,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000248,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000249,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000250,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000251,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000252,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000253,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000254,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000255,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000256,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000257,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000258,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000259,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000260,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000261,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000262,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000263,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000264,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000265,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000266,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000267,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000268,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000269,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000270,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000271,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000272,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000273,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000274,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000275,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000276,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000277,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000278,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000279,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000280,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000281,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000282,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000283,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000284,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000285,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000286,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000287,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000288,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000289,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000290,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000291,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000292,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000293,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000294,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000295,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000296,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000297,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000298,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000299,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000300,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000301,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000302,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000303,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000304,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000305,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000306,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000307,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000308,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000309,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000310,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000311,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000312,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000313,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000314,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000315,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000316,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000317,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000318,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000319,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000320,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000321,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000322,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
110794000012026NE000323,110794,plano_de_trabalho_2026_executado,main,UG_PREFIXADA
